38	45	1	100
11	20	0	55
5	24	0	67
40	47	1	65
30	41	1	56
35	25	1	106
39	50	1	59
32	33	1	74
46	30	1	61
9	31	0	23
10	20	0	61
8	25	0	36
9	29	0	63
32	47	1	69
5	36	0	62
45	51	1	112
41	43	1	56
41	51	1	65
35	41	1	70
43	50	1	109
38	45	1	110
14	20	0	51
11	20	0	35
39	50	1	100
42	44	1	101
4	20	0	72
6	20	0	62
1	26	0	69
36	46	1	74
4	20	0	37
27	47	1	75
44	43	1	96
34	46	1	37
7	22	0	58
10	20	0	34
42	47	1	82
40	50	1	112
35	22	1	108
44	38	1	67
34	42	1	55
12	45	1	66
36	48	1	79
9	24	0	67
32	54	1	104
44	38	1	112
40	42	1	66
46	43	1	71
8	34	0	55
38	28	1	74
40	46	1	108
40	53	1	110
40	47	1	60
42	48	1	104
33	45	1	102
34	49	1	78
37	50	1	68
5	20	0	63
39	47	1	62
29	33	1	70
11	26	0	62
42	37	1	78
13	31	0	61
33	44	1	60
33	47	1	60
1	36	1	110
8	21	0	62
5	20	0	59
8	26	0	49
4	27	0	56
41	53	1	65
36	52	1	70
11	22	0	15
36	60	1	100
44	47	1	107
46	53	1	112
38	38	1	70
40	50	1	65
42	46	1	71
31	26	1	69
42	60	1	76
7	35	0	70
9	26	0	15
32	53	1	65
31	52	1	70
9	20	0	70
43	38	1	80
9	20	0	21
43	38	1	105
32	44	1	62
36	40	1	102
38	27	1	77
4	23	0	64
34	24	1	58
11	20	0	17
41	53	1	63
28	44	1	82
36	48	1	102
38	60	1	70
80	50	1	58
7	27	0	58
32	40	1	69
1	49	1	71
31	55	1	68
12	28	0	64
10	22	0	76
37	34	1	69
10	27	0	72
40	46	1	109
39	60	1	103
4	24	0	55
5	27	0	71
43	43	1	79
35	28	1	67
43	41	1	112
7	20	0	62
48	60	1	76
7	46	1	111
39	46	1	73
6	20	0	31
42	48	1	100
41	54	1	70
7	24	0	66
11	20	0	26
43	27	1	106
3	23	0	58
34	39	1	94
33	49	1	65
38	25	1	65
5	28	0	65
1	51	1	81
7	20	0	75
33	36	1	72
33	31	1	62
39	41	1	102
35	49	1	66
31	40	1	109
40	31	1	66
36	46	1	68
39	42	1	65
34	50	1	112
34	45	1	73
39	45	1	109
12	23	0	77
13	29	0	70
9	56	0	67
14	31	0	69
43	56	1	97
41	42	1	74
1	30	0	59
10	23	0	57
14	20	0	31
41	59	1	101
37	43	1	105
33	35	1	72
2	20	0	62
45	43	1	107
11	23	0	63
9	20	0	64
49	40	1	78
38	60	1	111
46	44	1	77
36	31	1	70
26	60	1	104
5	25	0	60
6	28	0	61
37	45	1	110
36	45	1	108
11	20	0	26
39	48	1	76
6	20	0	15
42	48	1	107
37	47	1	103
11	23	0	52
11	20	0	20
47	59	1	111
10	27	0	28
1	20	0	57
8	20	0	34
36	42	1	102
40	48	1	72
8	20	0	15
41	43	1	70
7	20	0	64
30	45	1	75
8	20	0	59
25	42	1	73
34	50	1	80
8	26	0	52
3	20	0	67
42	45	1	110
34	26	1	75
29	45	1	63
36	54	1	69
43	39	1	62
4	33	0	59
6	20	0	30
41	40	1	108
38	31	1	69
8	27	0	64
8	22	1	73
27	47	1	76
34	51	1	71
30	50	1	100
37	35	1	27
38	51	1	69
38	45	1	71
27	50	1	72
35	25	1	69
37	20	1	110
40	49	1	109
35	39	1	67
34	24	1	74
36	44	1	100
41	22	1	79
35	40	1	72
37	57	1	70
37	41	1	71
39	45	1	63
5	40	0	15
39	32	1	68
11	20	0	32
37	56	1	102
34	43	1	69
38	45	1	78
9	26	0	66
40	46	1	71
10	20	0	71
37	55	1	112
35	47	1	98
9	23	0	61
8	20	0	24
27	58	1	64
4	20	0	22
10	25	0	59
28	40	1	75
36	45	1	82
11	35	0	27
7	20	0	66
39	45	1	112
41	27	1	73
4	20	0	71
40	44	1	62
45	49	1	70
16	33	0	73
45	46	1	106
35	46	1	72
39	46	1	72
40	34	1	65
31	43	1	69
40	44	1	67
9	20	0	23
1	27	0	53
6	22	0	59
42	44	1	98
42	27	1	73
7	28	0	65
40	55	1	80
39	49	1	110
6	48	1	99
7	20	0	43
34	47	1	79
39	34	1	75
4	37	0	15
39	26	1	71
33	43	1	112
31	50	1	68
15	20	0	65
2	24	0	65
1	23	0	71
39	44	1	76
35	58	1	69
35	46	1	69
7	37	1	69
44	57	1	108
41	52	1	65
43	39	1	63
38	45	1	70
31	50	1	68
5	20	0	68
23	52	1	63
6	20	0	17
36	38	1	107
13	22	0	59
37	20	1	112
34	54	1	65
37	54	1	67
8	22	0	60
7	41	1	69
41	41	1	72
42	45	1	78
3	39	0	74
2	22	0	54
10	21	0	68
25	42	1	95
39	49	1	111
41	51	1	75
40	42	1	72
35	46	1	63
32	47	1	101
38	43	1	101
34	45	1	91
42	35	1	112
35	29	1	71
30	53	1	75
37	41	1	70
46	50	1	102
36	59	1	56
8	23	0	67
39	48	1	112
1	20	0	58
28	51	1	70
5	20	0	62
5	28	0	58
8	20	0	74
44	37	1	102
4	33	0	63
5	45	0	73
9	24	0	71
16	25	0	65
42	55	1	73
8	45	0	62
9	36	0	57
41	52	1	100
11	28	0	69
38	47	1	64
10	23	0	75
43	31	1	102
4	22	0	59
2	25	1	73
34	20	1	112
3	20	0	75
46	45	1	112
33	46	1	83
13	31	0	59
36	46	1	80
35	45	1	104
41	20	1	91
40	34	1	97
5	20	0	65
14	45	1	75
10	36	0	67
40	45	1	105
35	38	1	104
7	27	0	60
29	49	1	75
36	52	1	70
35	34	1	56
9	45	1	104
46	52	1	73
2	23	0	66
7	31	0	78
32	30	1	61
1	20	0	69
40	53	1	83
2	21	0	54
10	24	0	70
40	55	1	92
40	48	1	108
40	45	1	96
35	34	1	73
1	21	0	65
33	44	1	60
12	55	1	65
36	39	1	64
37	42	1	69
39	50	1	79
4	20	0	62
48	50	1	79
45	50	1	105
44	53	1	59
9	20	0	64
35	52	1	103
34	41	1	110
33	47	1	69
41	25	1	58
45	44	1	75
5	22	0	76
5	21	0	39
11	20	0	47
36	52	1	109
31	40	1	68
23	47	1	69
29	21	1	76
33	47	1	71
7	20	0	54
46	49	1	110
38	22	1	112
10	44	0	62
7	49	0	27
47	50	1	68
12	31	0	61
26	28	1	64
40	48	1	103
14	27	0	68
31	47	1	64
40	58	1	97
33	52	1	78
44	44	1	68
40	45	1	66
5	26	0	71
34	23	1	64
44	50	1	64
19	20	0	43
10	25	0	15
31	22	1	63
11	29	0	68
57	26	1	68
41	51	1	65
3	35	0	62
31	31	1	67
37	51	1	71
41	21	1	74
4	22	0	30
8	20	0	72
9	20	0	18
37	43	1	106
31	32	1	112
36	59	1	64
40	44	1	108
6	36	0	61
35	51	1	107
35	40	1	83
1	20	0	75
44	41	1	73
7	34	0	60
36	32	1	66
36	43	1	103
38	47	1	103
43	26	1	70
41	41	1	71
38	48	1	78
30	35	1	80
34	28	1	62
4	33	0	67
46	49	1	73
41	51	1	103
4	35	0	60
37	45	1	93
42	49	1	103
34	55	1	108
12	20	0	21
33	44	1	76
35	52	1	112
11	20	0	26
8	40	1	64
44	60	1	81
8	25	0	73
31	40	1	105
12	21	0	31
33	50	1	104
38	48	1	61
5	21	0	15
42	39	1	62
13	20	0	53
10	20	0	66
38	48	1	111
3	23	0	54
38	54	1	73
42	58	1	67
38	43	1	95
45	49	1	109
34	25	1	72
5	29	0	60
36	36	1	58
5	25	0	60
7	27	0	57
3	20	0	64
32	50	1	70
28	46	1	54
39	52	1	103
40	29	1	63
46	46	1	66
5	20	0	15
6	23	0	61
34	44	1	62
33	21	1	59
35	55	1	57
37	31	1	100
6	32	0	67
39	38	1	63
36	51	1	81
35	52	1	106
31	51	1	102
9	46	0	65
39	41	1	67
8	20	0	55
43	47	1	66
5	20	0	30
31	31	1	101
34	41	1	64
42	39	1	75
44	48	1	108
34	48	1	71
38	41	1	80
49	49	1	69
38	41	1	108
38	49	1	62
34	35	1	77
44	45	1	108
33	47	1	78
15	28	0	71
39	54	1	69
30	40	1	69
4	20	0	34
41	57	1	102
3	20	0	55
42	28	1	112
45	45	1	75
28	45	1	76
16	21	0	61
40	33	1	99
9	22	0	51
8	22	0	19
36	56	1	101
32	49	1	107
41	47	1	73
42	47	1	76
12	25	0	36
38	42	1	80
31	51	1	59
5	20	0	65
8	20	0	35
37	47	1	103
44	45	1	90
40	43	1	60
40	32	1	98
13	33	0	65
2	34	0	69
12	29	0	74
41	52	1	90
46	30	1	95
11	24	0	57
39	59	1	63
33	23	1	61
38	46	1	76
39	44	1	74
3	29	0	50
37	44	1	73
35	22	1	112
8	21	0	32
6	28	0	71
37	39	1	62
36	42	1	108
6	26	0	69
38	27	1	110
4	20	0	75
44	22	1	112
80	48	1	106
42	22	1	102
45	47	1	65
48	44	1	69
38	50	1	112
44	59	1	72
37	57	1	54
39	54	1	69
41	48	1	72
41	60	1	67
39	41	1	68
39	26	1	108
39	46	1	80
28	38	1	73
33	44	1	108
8	20	0	25
11	24	0	62
38	46	1	72
12	20	0	59
8	21	0	55
32	47	1	67
45	43	1	80
34	46	1	74
3	30	0	55
36	47	1	60
5	21	0	60
30	42	1	112
5	22	0	69
42	45	1	76
6	25	0	23
14	20	0	62
6	29	0	16
44	30	1	111
35	47	1	112
34	43	1	73
38	45	1	110
10	28	0	32
38	55	1	49
9	20	0	15
32	47	1	66
41	41	1	112
41	56	1	72
7	32	0	64
45	48	1	71
37	44	1	105
33	42	1	73
7	21	0	71
38	50	1	101
7	28	0	65
37	44	1	99
43	53	1	103
43	45	1	75
40	41	1	63
7	26	0	68
7	35	0	68
8	33	0	63
2	21	0	62
4	31	0	62
45	33	1	75
3	20	0	15
38	54	1	112
5	20	0	66
40	49	1	112
37	49	1	68
11	20	0	20
41	48	1	104
32	54	1	66
48	47	1	69
36	48	1	71
34	44	1	104
2	20	0	30
31	41	1	110
43	29	1	112
1	30	0	67
43	40	1	81
37	44	1	112
35	49	1	67
41	44	1	97
45	53	1	70
38	59	1	67
30	52	1	66
3	22	0	60
35	52	1	94
12	20	0	64
44	48	1	67
7	32	0	45
36	51	1	70
13	20	0	36
9	25	0	72
45	60	1	57
30	51	1	70
35	45	1	111
42	30	1	78
41	51	1	64
42	55	1	102
31	38	1	78
48	38	1	105
6	26	0	62
40	47	1	112
35	29	1	73
43	29	1	88
35	28	1	63
8	31	0	30
1	29	0	60
37	51	1	67
31	55	1	66
32	50	1	64
36	47	1	68
37	56	1	56
34	20	1	102
5	23	0	26
10	20	0	60
37	46	1	73
8	20	0	28
8	20	0	61
11	27	0	55
42	27	1	79
39	48	1	99
34	49	1	73
30	47	1	74
80	46	1	66
44	26	1	111
43	52	1	109
34	32	1	71
40	54	1	65
39	30	1	75
3	26	0	61
10	20	0	37
41	50	1	107
4	22	0	73
6	27	0	58
3	20	0	20
12	20	0	16
37	34	1	75
7	21	0	66
5	20	0	71
41	47	1	73
40	44	1	66
31	60	1	99
8	20	0	15
1	24	0	62
10	34	0	67
42	50	1	103
9	20	0	78
39	59	1	66
80	21	1	106
35	25	1	82
8	21	0	76
10	22	0	64
8	20	0	29
8	36	0	64
1	28	0	59
2	22	0	63
33	42	1	76
42	31	1	70
32	54	1	56
9	20	0	63
8	24	0	63
1	20	0	73
2	20	0	19
35	45	1	84
4	20	0	29
31	57	1	67
10	20	0	41
34	49	1	61
48	50	1	107
33	53	1	70
35	50	1	64
11	25	0	65
37	56	1	73
9	30	0	68
7	22	0	67
32	50	1	63
42	32	1	57
5	20	0	77
38	41	1	65
10	31	0	15
39	54	1	74
47	47	1	72
34	42	1	74
39	22	1	110
45	54	1	34
10	20	0	78
39	20	1	93
40	26	1	107
36	40	1	93
36	45	1	67
9	32	0	67
34	45	1	110
2	31	0	65
32	40	1	76
7	21	0	73
12	23	0	63
6	38	0	74
38	53	1	73
34	47	1	70
36	47	1	66
37	54	1	70
13	20	0	25
39	52	1	62
7	20	0	57
41	47	1	72
5	23	0	68
32	52	1	65
40	45	1	107
17	20	0	58
43	44	1	101
41	49	1	97
1	20	0	55
35	44	1	101
37	48	1	70
39	46	1	70
38	43	1	66
35	29	1	69
38	50	1	73
44	28	1	72
33	30	1	106
28	31	1	72
12	20	0	66
43	55	1	71
2	33	0	55
10	20	0	64
39	40	1	79
42	34	1	66
33	39	1	96
32	42	1	70
8	22	0	56
2	20	0	59
8	43	0	63
35	33	1	65
6	27	0	62
5	20	0	72
10	24	0	65
3	20	0	73
32	51	1	66
33	48	1	71
3	20	0	55
2	22	0	50
44	46	1	72
39	26	1	101
32	45	1	68
41	37	1	64
6	29	0	48
80	50	1	95
37	56	1	65
42	52	1	108
2	20	0	64
4	20	0	61
38	58	1	74
42	43	1	106
32	48	1	66
37	52	1	68
1	21	0	58
1	20	0	33
38	35	1	70
7	20	0	75
14	21	0	70
36	46	1	72
30	49	1	61
39	47	1	112
8	20	0	60
38	42	1	78
38	50	1	62
41	50	1	80
43	27	1	74
2	20	0	56
8	20	0	70
37	46	1	74
29	44	1	59
37	42	1	102
39	51	1	70
35	54	1	112
37	58	1	103
46	50	1	104
39	48	1	64
41	24	1	70
8	24	0	71
31	29	1	68
41	45	1	106
37	39	1	108
11	20	0	69
41	37	1	70
43	37	1	98
46	41	1	105
36	44	1	60
46	21	1	74
34	50	1	81
38	20	1	108
35	48	1	112
41	30	1	64
30	21	1	78
14	20	0	73
1	28	0	69
36	47	1	108
8	20	0	61
44	31	1	35
46	47	1	112
44	42	1	77
39	28	1	72
37	51	1	71
8	20	0	53
12	23	0	74
1	37	0	69
40	60	1	99
44	49	1	98
38	43	1	70
7	39	0	31
33	30	1	59
11	27	0	64
10	21	0	67
35	46	1	56
9	20	0	70
6	20	0	53
40	45	1	72
36	49	1	99
12	37	0	71
41	47	1	56
38	41	1	106
42	41	1	71
1	28	0	69
35	27	1	64
46	51	1	76
38	44	1	104
6	26	0	53
45	47	1	72
5	48	0	64
35	23	1	67
38	35	1	94
2	38	0	64
43	45	1	65
39	46	1	112
9	22	0	68
3	20	0	71
5	28	0	18
10	22	0	58
37	44	1	110
3	20	0	61
34	45	1	72
33	22	1	57
37	34	1	103
9	24	0	80
39	47	1	78
38	52	1	72
36	48	1	109
8	21	0	73
34	48	1	62
36	55	1	59
7	55	0	62
6	29	0	62
7	20	0	35
1	46	0	71
11	30	0	66
47	48	1	106
38	47	1	62
42	39	1	112
30	47	1	68
15	26	0	71
33	39	1	91
31	42	1	68
43	44	1	71
40	49	1	70
9	27	0	60
7	29	0	64
46	46	1	94
35	20	1	111
11	29	0	60
41	58	1	65
11	21	0	20
45	44	1	104
10	20	0	69
7	24	0	21
32	41	1	109
40	44	1	95
1	26	0	28
9	28	0	76
12	20	0	55
2	20	0	74
34	26	1	98
37	43	1	95
12	22	0	61
41	41	1	75
38	35	1	71
11	26	0	57
10	37	0	70
6	23	1	55
33	46	1	76
10	20	0	73
39	51	1	71
48	44	1	80
36	50	1	94
9	20	0	24
38	47	1	103
42	24	1	68
35	35	1	71
32	33	1	64
39	48	1	82
31	43	1	93
47	55	1	74
44	32	1	63
38	57	1	106
10	20	0	61
39	56	1	107
33	22	1	58
38	20	1	71
9	20	0	69
6	29	0	75
37	24	1	91
40	53	1	80
37	20	1	60
34	46	1	82
44	46	1	71
4	38	0	24
4	20	0	74
41	45	1	112
38	46	1	67
38	24	1	71
41	55	1	112
80	51	1	65
43	51	1	77
36	43	1	65
38	38	1	77
43	43	1	68
14	20	0	22
14	20	0	74
40	47	1	98
35	44	1	97
34	53	1	104
31	25	1	68
1	27	0	64
4	25	0	63
4	28	0	64
46	39	1	70
13	20	0	61
37	46	1	67
38	51	1	112
10	26	0	61
13	20	0	24
38	41	1	72
37	60	1	64
34	49	1	74
40	48	1	56
12	34	0	82
30	43	1	70
31	36	1	66
33	46	1	99
37	41	1	112
41	40	1	100
34	44	1	81
39	50	1	107
25	31	1	78
2	20	0	59
37	37	1	103
37	55	1	72
38	20	1	76
37	54	1	98
44	50	1	68
10	21	0	55
35	44	1	70
39	53	1	70
35	42	1	75
8	33	0	62
36	52	1	106
47	47	1	66
10	20	0	68
37	50	1	97
3	45	0	65
33	50	1	112
40	25	1	73
11	59	1	60
34	39	1	82
38	49	1	103
9	31	0	80
30	46	1	73
2	23	0	63
42	48	1	65
7	20	0	20
37	46	1	76
43	43	1	64
33	45	1	69
47	41	1	112
42	31	1	67
36	22	1	64
36	42	1	63
5	22	0	67
35	49	1	81
13	20	0	18
43	46	1	69
26	47	1	74
54	50	1	80
35	21	1	100
39	44	1	60
8	23	0	62
7	20	0	67
41	26	1	76
2	20	0	59
37	23	1	63
40	41	1	105
43	35	1	58
42	48	1	104
11	26	0	66
5	20	0	63
3	36	0	75
41	45	1	112
41	44	1	101
39	55	1	111
6	32	1	66
38	43	1	67
35	48	1	72
3	21	0	61
9	20	0	58
50	39	1	78
2	60	1	70
1	52	1	81
40	48	1	104
36	58	1	73
7	20	0	63
47	23	1	105
42	35	1	103
4	20	0	39
11	32	0	71
35	57	1	58
5	29	0	43
10	29	0	56
38	44	1	82
80	34	0	60
33	38	1	67
36	31	1	62
47	48	1	60
11	20	0	56
14	25	0	55
43	49	1	66
45	45	1	104
32	40	1	107
36	36	1	112
40	20	1	91
7	45	1	64
34	39	1	109
41	44	1	106
40	20	1	105
12	27	0	18
1	20	0	67
37	43	1	112
36	48	1	76
33	53	1	72
40	39	1	80
8	20	0	21
6	49	1	81
8	30	0	55
1	23	0	59
2	29	1	80
35	32	1	77
12	30	0	76
10	20	0	36
40	20	1	102
33	48	1	74
26	49	1	98
33	50	1	67
8	24	0	75
42	29	1	106
25	52	1	71
34	23	1	93
9	20	0	33
1	23	0	15
37	27	1	73
31	45	1	74
42	43	1	60
26	48	1	65
40	44	1	68
6	40	0	31
35	48	1	58
6	20	0	65
46	53	1	67
32	38	1	77
43	53	1	67
12	20	0	51
33	44	1	102
32	44	1	73
32	31	1	65
43	20	1	80
7	28	0	52
1	59	1	87
38	42	1	61
40	44	1	105
11	33	0	62
40	42	1	112
10	21	0	62
6	20	0	39
8	20	0	53
40	40	1	67
42	53	1	69
50	24	1	80
43	36	1	112
38	46	1	79
38	39	1	65
30	49	1	75
43	49	1	102
32	49	1	62
43	50	1	111
6	20	0	57
36	27	1	76
44	45	1	94
31	48	1	112
38	48	1	70
10	36	0	66
39	49	1	71
34	43	1	96
33	54	1	60
26	47	1	85
7	25	0	67
49	58	1	72
32	52	1	62
36	43	1	100
36	48	1	112
12	34	0	61
39	52	1	78
45	44	1	71
5	35	0	58
38	45	1	104
41	45	1	75
10	45	1	83
12	20	0	15
11	22	0	60
35	35	1	103
43	46	1	75
10	20	0	61
5	33	0	21
38	45	1	68
8	25	0	59
32	50	1	103
9	20	0	62
6	20	1	79
39	40	1	107
30	56	1	54
27	40	1	103
2	28	0	75
8	25	0	59
35	28	1	78
44	46	1	102
3	20	0	69
6	20	0	64
36	48	1	61
44	43	1	60
35	32	1	68
32	36	1	73
40	20	1	62
51	54	1	107
42	50	1	68
37	51	1	109
10	31	0	61
5	26	0	34
3	20	0	22
11	20	0	68
39	46	1	68
37	29	1	70
41	53	1	110
44	44	1	57
31	46	1	74
3	25	0	57
80	36	1	107
7	20	0	64
5	20	0	70
36	50	1	101
41	36	1	102
7	20	0	55
4	27	0	71
1	33	0	15
38	46	1	112
9	29	0	16
34	48	1	69
8	22	0	51
44	47	1	104
38	44	1	101
1	20	0	58
8	45	0	59
39	39	1	94
38	43	1	67
12	23	0	64
35	46	1	103
12	20	0	68
36	45	1	82
37	52	1	75
7	20	0	16
31	38	1	67
30	45	1	109
37	51	1	106
35	49	1	74
4	20	0	18
37	27	1	98
34	33	1	68
49	25	1	107
46	30	1	109
9	20	0	57
38	56	1	67
32	26	1	68
32	51	1	112
12	20	0	37
29	48	1	106
28	52	1	111
44	46	1	95
43	45	1	108
39	44	1	65
9	20	0	73
10	28	0	66
4	54	1	102
43	45	1	106
3	21	0	63
36	47	1	53
8	20	0	56
37	33	1	106
35	55	1	104
9	27	0	67
14	24	0	59
7	20	0	64
35	44	1	104
36	29	1	64
39	54	1	77
36	45	1	74
42	42	1	73
28	31	1	79
12	20	0	25
6	33	0	67
36	41	1	102
43	31	1	76
5	21	0	62
37	54	1	72
14	31	0	28
4	23	0	68
2	20	0	19
12	23	0	66
5	29	0	73
38	46	1	90
7	29	0	62
3	20	0	66
38	60	1	103
10	30	0	57
37	46	1	65
5	37	0	61
45	41	1	71
6	20	0	62
12	20	0	25
37	56	1	79
33	31	1	77
1	22	0	15
35	49	1	108
37	51	1	62
11	26	0	59
7	25	0	68
6	20	0	67
36	45	1	69
39	50	1	66
37	37	1	66
10	20	0	77
43	40	1	106
42	54	1	79
43	56	1	108
5	33	0	59
39	56	1	101
40	51	1	67
39	21	1	77
26	54	1	97
34	53	1	67
5	25	0	66
1	20	0	69
9	22	0	63
5	20	0	56
2	25	0	47
40	56	1	96
4	20	0	66
44	41	1	102
41	57	1	67
44	46	1	108
35	54	1	112
7	20	0	65
13	20	0	31
34	52	1	67
30	47	1	87
37	50	1	84
3	21	0	65
8	21	0	64
4	20	0	61
36	50	1	61
36	52	1	80
1	25	0	70
40	41	1	103
39	44	1	112
12	25	0	24
15	43	0	67
36	57	1	101
9	20	0	37
11	39	0	59
41	44	1	96
37	28	1	79
39	53	1	76
39	43	1	72
37	46	1	69
46	38	1	111
39	51	1	108
7	23	0	60
9	25	0	28
39	43	1	104
37	31	1	110
31	59	1	64
33	44	1	60
33	48	1	69
8	20	0	68
11	27	0	21
33	27	1	112
9	20	0	51
7	32	0	57
31	55	1	75
23	52	1	69
38	59	1	68
80	40	1	96
41	49	1	110
43	48	1	109
2	20	0	68
9	27	0	56
8	24	0	70
2	22	0	64
41	39	1	102
42	40	1	112
31	23	1	99
39	57	1	70
